,week,staff_id,staff_name,role,service,present,month,available_beds,patients_request,patients_admitted,patients_refused,patient_satisfaction,staff_morale,event,avg_patient_satisfaction,avg_patient_age,total_patients
222,15,STF-c696ae9c,Cristian Santos,doctor,emergency,0,4,17,53,17,36,94,98,none,79.54752852,45.3269962,263
223,16,STF-c696ae9c,Cristian Santos,doctor,emergency,1,4,23,144,23,121,62,89,none,79.54752852,45.3269962,263
224,17,STF-c696ae9c,Cristian Santos,doctor,emergency,1,5,21,133,21,112,84,73,none,79.54752852,45.3269962,263
225,18,STF-c696ae9c,Cristian Santos,doctor,emergency,0,5,18,100,18,82,81,80,donation,79.54752852,45.3269962,263
226,19,STF-c696ae9c,Cristian Santos,doctor,emergency,1,5,16,70,16,54,99,45,strike,79.54752852,45.3269962,263
227,20,STF-c696ae9c,Cristian Santos,doctor,emergency,1,5,21,45,21,24,93,81,none,79.54752852,45.3269962,263
228,21,STF-c696ae9c,Cristian Santos,doctor,emergency,0,6,18,95,18,77,88,63,none,79.54752852,45.3269962,263
229,22,STF-c696ae9c,Cristian Santos,doctor,emergency,1,6,16,129,16,113,69,68,none,79.54752852,45.3269962,263
230,23,STF-c696ae9c,Cristian Santos,doctor,emergency,1,6,22,54,22,32,62,50,none,79.54752852,45.3269962,263
231,24,STF-c696ae9c,Cristian Santos,doctor,emergency,0,6,18,105,18,87,70,78,none,79.54752852,45.3269962,263
232,25,STF-c696ae9c,Cristian Santos,doctor,emergency,1,7,15,48,15,33,72,72,none,79.54752852,45.3269962,263
233,26,STF-c696ae9c,Cristian Santos,doctor,emergency,1,7,18,96,18,78,87,63,none,79.54752852,45.3269962,263
234,27,STF-c696ae9c,Cristian Santos,doctor,emergency,0,7,15,67,15,52,82,78,none,79.54752852,45.3269962,263
235,28,STF-c696ae9c,Cristian Santos,doctor,emergency,1,7,15,69,15,54,78,66,donation,79.54752852,45.3269962,263
236,29,STF-c696ae9c,Cristian Santos,doctor,emergency,1,8,16,92,16,76,72,99,none,79.54752852,45.3269962,263
237,30,STF-c696ae9c,Cristian Santos,doctor,emergency,0,8,16,85,16,69,91,94,none,79.54752852,45.3269962,263
238,31,STF-c696ae9c,Cristian Santos,doctor,emergency,1,8,20,48,20,28,69,81,none,79.54752852,45.3269962,263
239,32,STF-c696ae9c,Cristian Santos,doctor,emergency,1,8,20,89,20,69,76,58,none,79.54752852,45.3269962,263
240,33,STF-c696ae9c,Cristian Santos,doctor,emergency,0,9,28,54,28,26,92,56,donation,79.54752852,45.3269962,263
241,34,STF-c696ae9c,Cristian Santos,doctor,emergency,1,9,21,31,21,10,64,60,strike,79.54752852,45.3269962,263
242,35,STF-c696ae9c,Cristian Santos,doctor,emergency,0,9,15,81,15,66,93,77,none,79.54752852,45.3269962,263
243,36,STF-c696ae9c,Cristian Santos,doctor,emergency,0,9,28,115,28,87,70,88,none,79.54752852,45.3269962,263
244,37,STF-c696ae9c,Cristian Santos,doctor,emergency,1,10,23,110,23,87,76,54,none,79.54752852,45.3269962,263
245,38,STF-c696ae9c,Cristian Santos,doctor,emergency,1,10,22,71,22,49,67,53,none,79.54752852,45.3269962,263
246,39,STF-c696ae9c,Cristian Santos,doctor,emergency,0,10,20,67,20,47,85,95,none,79.54752852,45.3269962,263
247,40,STF-c696ae9c,Cristian Santos,doctor,emergency,1,10,18,57,18,39,81,43,strike,79.54752852,45.3269962,263
248,41,STF-c696ae9c,Cristian Santos,doctor,emergency,1,11,27,92,27,65,69,88,none,79.54752852,45.3269962,263
249,42,STF-c696ae9c,Cristian Santos,doctor,emergency,0,11,24,99,24,75,67,89,none,79.54752852,45.3269962,263
250,43,STF-c696ae9c,Cristian Santos,doctor,emergency,1,11,21,171,21,150,70,79,none,79.54752852,45.3269962,263
251,44,STF-c696ae9c,Cristian Santos,doctor,emergency,1,11,27,138,27,111,74,60,none,79.54752852,45.3269962,263
252,45,STF-c696ae9c,Cristian Santos,doctor,emergency,0,12,32,193,32,161,72,92,none,79.54752852,45.3269962,263
253,46,STF-c696ae9c,Cristian Santos,doctor,emergency,0,12,36,187,36,151,64,93,none,79.54752852,45.3269962,263
254,47,STF-c696ae9c,Cristian Santos,doctor,emergency,1,12,22,91,22,69,63,54,strike,79.54752852,45.3269962,263
255,48,STF-c696ae9c,Cristian Santos,doctor,emergency,0,12,20,165,20,145,99,89,none,79.54752852,45.3269962,263
256,49,STF-c696ae9c,Cristian Santos,doctor,emergency,1,12,26,137,26,111,92,86,none,79.54752852,45.3269962,263
257,50,STF-c696ae9c,Cristian Santos,doctor,emergency,1,12,24,101,24,77,63,61,none,79.54752852,45.3269962,263
258,51,STF-c696ae9c,Cristian Santos,doctor,emergency,0,12,31,123,31,92,71,75,none,79.54752852,45.3269962,263
259,52,STF-c696ae9c,Cristian Santos,doctor,emergency,1,12,26,130,26,104,88,63,none,79.54752852,45.3269962,263
260,1,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,1,32,76,32,44,67,70,none,79.54752852,45.3269962,263
261,2,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,1,28,169,28,141,75,64,none,79.54752852,45.3269962,263
262,3,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,1,32,177,32,145,73,58,flu,79.54752852,45.3269962,263
263,4,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,1,32,157,32,125,83,75,none,79.54752852,45.3269962,263
264,5,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,2,25,388,25,363,93,72,flu,79.54752852,45.3269962,263
265,6,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,2,34,198,34,164,72,76,flu,79.54752852,45.3269962,263
266,7,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,2,33,127,33,94,65,77,none,79.54752852,45.3269962,263
267,8,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,2,26,240,26,214,96,75,flu,79.54752852,45.3269962,263
268,9,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,3,28,113,28,85,82,86,none,79.54752852,45.3269962,263
269,10,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,3,17,130,17,113,81,60,none,79.54752852,45.3269962,263
270,11,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,3,16,97,16,81,98,72,donation,79.54752852,45.3269962,263
271,12,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,3,28,347,28,319,68,83,flu,79.54752852,45.3269962,263
272,13,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,4,23,142,23,119,77,95,none,79.54752852,45.3269962,263
273,14,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,4,15,97,15,82,71,71,none,79.54752852,45.3269962,263
274,15,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,4,17,53,17,36,94,98,none,79.54752852,45.3269962,263
275,16,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,4,23,144,23,121,62,89,none,79.54752852,45.3269962,263
276,17,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,5,21,133,21,112,84,73,none,79.54752852,45.3269962,263
277,18,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,5,18,100,18,82,81,80,donation,79.54752852,45.3269962,263
278,19,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,5,16,70,16,54,99,45,strike,79.54752852,45.3269962,263
279,20,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,5,21,45,21,24,93,81,none,79.54752852,45.3269962,263
280,21,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,6,18,95,18,77,88,63,none,79.54752852,45.3269962,263
281,22,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,6,16,129,16,113,69,68,none,79.54752852,45.3269962,263
282,23,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,6,22,54,22,32,62,50,none,79.54752852,45.3269962,263
283,24,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,6,18,105,18,87,70,78,none,79.54752852,45.3269962,263
284,25,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,7,15,48,15,33,72,72,none,79.54752852,45.3269962,263
285,26,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,7,18,96,18,78,87,63,none,79.54752852,45.3269962,263
286,27,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,7,15,67,15,52,82,78,none,79.54752852,45.3269962,263
287,28,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,7,15,69,15,54,78,66,donation,79.54752852,45.3269962,263
288,29,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,8,16,92,16,76,72,99,none,79.54752852,45.3269962,263
289,30,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,8,16,85,16,69,91,94,none,79.54752852,45.3269962,263
290,31,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,8,20,48,20,28,69,81,none,79.54752852,45.3269962,263
291,32,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,8,20,89,20,69,76,58,none,79.54752852,45.3269962,263
292,33,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,9,28,54,28,26,92,56,donation,79.54752852,45.3269962,263
293,34,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,9,21,31,21,10,64,60,strike,79.54752852,45.3269962,263
294,35,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,9,15,81,15,66,93,77,none,79.54752852,45.3269962,263
295,36,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,9,28,115,28,87,70,88,none,79.54752852,45.3269962,263
296,37,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,10,23,110,23,87,76,54,none,79.54752852,45.3269962,263
297,38,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,10,22,71,22,49,67,53,none,79.54752852,45.3269962,263
298,39,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,10,20,67,20,47,85,95,none,79.54752852,45.3269962,263
299,40,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,10,18,57,18,39,81,43,strike,79.54752852,45.3269962,263
300,41,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,11,27,92,27,65,69,88,none,79.54752852,45.3269962,263
301,42,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,11,24,99,24,75,67,89,none,79.54752852,45.3269962,263
302,43,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,11,21,171,21,150,70,79,none,79.54752852,45.3269962,263
303,44,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,11,27,138,27,111,74,60,none,79.54752852,45.3269962,263
304,45,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,12,32,193,32,161,72,92,none,79.54752852,45.3269962,263
305,46,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,12,36,187,36,151,64,93,none,79.54752852,45.3269962,263
306,47,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,12,22,91,22,69,63,54,strike,79.54752852,45.3269962,263
307,48,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,12,20,165,20,145,99,89,none,79.54752852,45.3269962,263
308,49,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,12,26,137,26,111,92,86,none,79.54752852,45.3269962,263
309,50,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,12,24,101,24,77,63,61,none,79.54752852,45.3269962,263
310,51,STF-bea9d5c9,Connie Lawrence,doctor,emergency,0,12,31,123,31,92,71,75,none,79.54752852,45.3269962,263
311,52,STF-bea9d5c9,Connie Lawrence,doctor,emergency,1,12,26,130,26,104,88,63,none,79.54752852,45.3269962,263
312,1,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,1,32,76,32,44,67,70,none,79.54752852,45.3269962,263
313,2,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,1,28,169,28,141,75,64,none,79.54752852,45.3269962,263
314,3,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,1,32,177,32,145,73,58,flu,79.54752852,45.3269962,263
315,4,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,1,32,157,32,125,83,75,none,79.54752852,45.3269962,263
316,5,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,2,25,388,25,363,93,72,flu,79.54752852,45.3269962,263
317,6,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,2,34,198,34,164,72,76,flu,79.54752852,45.3269962,263
318,7,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,2,33,127,33,94,65,77,none,79.54752852,45.3269962,263
319,8,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,2,26,240,26,214,96,75,flu,79.54752852,45.3269962,263
320,9,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,3,28,113,28,85,82,86,none,79.54752852,45.3269962,263
321,10,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,3,17,130,17,113,81,60,none,79.54752852,45.3269962,263
322,11,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,3,16,97,16,81,98,72,donation,79.54752852,45.3269962,263
323,12,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,3,28,347,28,319,68,83,flu,79.54752852,45.3269962,263
324,13,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,4,23,142,23,119,77,95,none,79.54752852,45.3269962,263
325,14,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,4,15,97,15,82,71,71,none,79.54752852,45.3269962,263
326,15,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,4,17,53,17,36,94,98,none,79.54752852,45.3269962,263
327,16,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,4,23,144,23,121,62,89,none,79.54752852,45.3269962,263
328,17,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,5,21,133,21,112,84,73,none,79.54752852,45.3269962,263
329,18,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,5,18,100,18,82,81,80,donation,79.54752852,45.3269962,263
330,19,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,5,16,70,16,54,99,45,strike,79.54752852,45.3269962,263
331,20,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,5,21,45,21,24,93,81,none,79.54752852,45.3269962,263
332,21,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,6,18,95,18,77,88,63,none,79.54752852,45.3269962,263
333,22,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,6,16,129,16,113,69,68,none,79.54752852,45.3269962,263
334,23,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,6,22,54,22,32,62,50,none,79.54752852,45.3269962,263
335,24,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,6,18,105,18,87,70,78,none,79.54752852,45.3269962,263
336,25,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,7,15,48,15,33,72,72,none,79.54752852,45.3269962,263
337,26,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,7,18,96,18,78,87,63,none,79.54752852,45.3269962,263
338,27,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,7,15,67,15,52,82,78,none,79.54752852,45.3269962,263
339,28,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,7,15,69,15,54,78,66,donation,79.54752852,45.3269962,263
340,29,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,8,16,92,16,76,72,99,none,79.54752852,45.3269962,263
341,30,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,8,16,85,16,69,91,94,none,79.54752852,45.3269962,263
342,31,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,8,20,48,20,28,69,81,none,79.54752852,45.3269962,263
343,32,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,8,20,89,20,69,76,58,none,79.54752852,45.3269962,263
344,33,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,9,28,54,28,26,92,56,donation,79.54752852,45.3269962,263
345,34,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,9,21,31,21,10,64,60,strike,79.54752852,45.3269962,263
346,35,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,9,15,81,15,66,93,77,none,79.54752852,45.3269962,263
347,36,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,9,28,115,28,87,70,88,none,79.54752852,45.3269962,263
348,37,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,10,23,110,23,87,76,54,none,79.54752852,45.3269962,263
349,38,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,10,22,71,22,49,67,53,none,79.54752852,45.3269962,263
350,39,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,10,20,67,20,47,85,95,none,79.54752852,45.3269962,263
351,40,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,10,18,57,18,39,81,43,strike,79.54752852,45.3269962,263
352,41,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,11,27,92,27,65,69,88,none,79.54752852,45.3269962,263
353,42,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,11,24,99,24,75,67,89,none,79.54752852,45.3269962,263
354,43,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,11,21,171,21,150,70,79,none,79.54752852,45.3269962,263
355,44,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,11,27,138,27,111,74,60,none,79.54752852,45.3269962,263
356,45,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,12,32,193,32,161,72,92,none,79.54752852,45.3269962,263
357,46,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,12,36,187,36,151,64,93,none,79.54752852,45.3269962,263
358,47,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,12,22,91,22,69,63,54,strike,79.54752852,45.3269962,263
359,48,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,12,20,165,20,145,99,89,none,79.54752852,45.3269962,263
360,49,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,12,26,137,26,111,92,86,none,79.54752852,45.3269962,263
361,50,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,12,24,101,24,77,63,61,none,79.54752852,45.3269962,263
362,51,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,12,31,123,31,92,71,75,none,79.54752852,45.3269962,263
363,52,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,12,26,130,26,104,88,63,none,79.54752852,45.3269962,263
364,1,STF-7dfe6d32,Gina Moore,doctor,emergency,1,1,32,76,32,44,67,70,none,79.54752852,45.3269962,263
365,2,STF-7dfe6d32,Gina Moore,doctor,emergency,1,1,28,169,28,141,75,64,none,79.54752852,45.3269962,263
366,3,STF-7dfe6d32,Gina Moore,doctor,emergency,0,1,32,177,32,145,73,58,flu,79.54752852,45.3269962,263
367,4,STF-7dfe6d32,Gina Moore,doctor,emergency,1,1,32,157,32,125,83,75,none,79.54752852,45.3269962,263
368,5,STF-7dfe6d32,Gina Moore,doctor,emergency,0,2,25,388,25,363,93,72,flu,79.54752852,45.3269962,263
369,6,STF-7dfe6d32,Gina Moore,doctor,emergency,0,2,34,198,34,164,72,76,flu,79.54752852,45.3269962,263
370,7,STF-7dfe6d32,Gina Moore,doctor,emergency,1,2,33,127,33,94,65,77,none,79.54752852,45.3269962,263
371,8,STF-7dfe6d32,Gina Moore,doctor,emergency,1,2,26,240,26,214,96,75,flu,79.54752852,45.3269962,263
372,9,STF-7dfe6d32,Gina Moore,doctor,emergency,0,3,28,113,28,85,82,86,none,79.54752852,45.3269962,263
373,10,STF-7dfe6d32,Gina Moore,doctor,emergency,1,3,17,130,17,113,81,60,none,79.54752852,45.3269962,263
374,11,STF-7dfe6d32,Gina Moore,doctor,emergency,1,3,16,97,16,81,98,72,donation,79.54752852,45.3269962,263
375,12,STF-7dfe6d32,Gina Moore,doctor,emergency,0,3,28,347,28,319,68,83,flu,79.54752852,45.3269962,263
376,13,STF-7dfe6d32,Gina Moore,doctor,emergency,0,4,23,142,23,119,77,95,none,79.54752852,45.3269962,263
377,14,STF-7dfe6d32,Gina Moore,doctor,emergency,1,4,15,97,15,82,71,71,none,79.54752852,45.3269962,263
378,15,STF-7dfe6d32,Gina Moore,doctor,emergency,0,4,17,53,17,36,94,98,none,79.54752852,45.3269962,263
379,16,STF-7dfe6d32,Gina Moore,doctor,emergency,1,4,23,144,23,121,62,89,none,79.54752852,45.3269962,263
380,17,STF-7dfe6d32,Gina Moore,doctor,emergency,1,5,21,133,21,112,84,73,none,79.54752852,45.3269962,263
381,18,STF-7dfe6d32,Gina Moore,doctor,emergency,0,5,18,100,18,82,81,80,donation,79.54752852,45.3269962,263
382,19,STF-7dfe6d32,Gina Moore,doctor,emergency,1,5,16,70,16,54,99,45,strike,79.54752852,45.3269962,263
383,20,STF-7dfe6d32,Gina Moore,doctor,emergency,0,5,21,45,21,24,93,81,none,79.54752852,45.3269962,263
384,21,STF-7dfe6d32,Gina Moore,doctor,emergency,0,6,18,95,18,77,88,63,none,79.54752852,45.3269962,263
385,22,STF-7dfe6d32,Gina Moore,doctor,emergency,1,6,16,129,16,113,69,68,none,79.54752852,45.3269962,263
386,23,STF-7dfe6d32,Gina Moore,doctor,emergency,1,6,22,54,22,32,62,50,none,79.54752852,45.3269962,263
387,24,STF-7dfe6d32,Gina Moore,doctor,emergency,0,6,18,105,18,87,70,78,none,79.54752852,45.3269962,263
388,25,STF-7dfe6d32,Gina Moore,doctor,emergency,1,7,15,48,15,33,72,72,none,79.54752852,45.3269962,263
389,26,STF-7dfe6d32,Gina Moore,doctor,emergency,1,7,18,96,18,78,87,63,none,79.54752852,45.3269962,263
390,27,STF-7dfe6d32,Gina Moore,doctor,emergency,0,7,15,67,15,52,82,78,none,79.54752852,45.3269962,263
391,28,STF-7dfe6d32,Gina Moore,doctor,emergency,1,7,15,69,15,54,78,66,donation,79.54752852,45.3269962,263
392,29,STF-7dfe6d32,Gina Moore,doctor,emergency,0,8,16,92,16,76,72,99,none,79.54752852,45.3269962,263
393,30,STF-7dfe6d32,Gina Moore,doctor,emergency,0,8,16,85,16,69,91,94,none,79.54752852,45.3269962,263
394,31,STF-7dfe6d32,Gina Moore,doctor,emergency,1,8,20,48,20,28,69,81,none,79.54752852,45.3269962,263
395,32,STF-7dfe6d32,Gina Moore,doctor,emergency,1,8,20,89,20,69,76,58,none,79.54752852,45.3269962,263
396,33,STF-7dfe6d32,Gina Moore,doctor,emergency,0,9,28,54,28,26,92,56,donation,79.54752852,45.3269962,263
397,34,STF-7dfe6d32,Gina Moore,doctor,emergency,1,9,21,31,21,10,64,60,strike,79.54752852,45.3269962,263
398,35,STF-7dfe6d32,Gina Moore,doctor,emergency,1,9,15,81,15,66,93,77,none,79.54752852,45.3269962,263
399,36,STF-7dfe6d32,Gina Moore,doctor,emergency,0,9,28,115,28,87,70,88,none,79.54752852,45.3269962,263
400,37,STF-7dfe6d32,Gina Moore,doctor,emergency,1,10,23,110,23,87,76,54,none,79.54752852,45.3269962,263
401,38,STF-7dfe6d32,Gina Moore,doctor,emergency,0,10,22,71,22,49,67,53,none,79.54752852,45.3269962,263
402,39,STF-7dfe6d32,Gina Moore,doctor,emergency,0,10,20,67,20,47,85,95,none,79.54752852,45.3269962,263
403,40,STF-7dfe6d32,Gina Moore,doctor,emergency,1,10,18,57,18,39,81,43,strike,79.54752852,45.3269962,263
404,41,STF-7dfe6d32,Gina Moore,doctor,emergency,1,11,27,92,27,65,69,88,none,79.54752852,45.3269962,263
405,42,STF-7dfe6d32,Gina Moore,doctor,emergency,0,11,24,99,24,75,67,89,none,79.54752852,45.3269962,263
406,43,STF-7dfe6d32,Gina Moore,doctor,emergency,1,11,21,171,21,150,70,79,none,79.54752852,45.3269962,263
407,44,STF-7dfe6d32,Gina Moore,doctor,emergency,1,11,27,138,27,111,74,60,none,79.54752852,45.3269962,263
408,45,STF-7dfe6d32,Gina Moore,doctor,emergency,0,12,32,193,32,161,72,92,none,79.54752852,45.3269962,263
409,46,STF-7dfe6d32,Gina Moore,doctor,emergency,1,12,36,187,36,151,64,93,none,79.54752852,45.3269962,263
410,47,STF-7dfe6d32,Gina Moore,doctor,emergency,1,12,22,91,22,69,63,54,strike,79.54752852,45.3269962,263
411,48,STF-7dfe6d32,Gina Moore,doctor,emergency,0,12,20,165,20,145,99,89,none,79.54752852,45.3269962,263
412,49,STF-7dfe6d32,Gina Moore,doctor,emergency,1,12,26,137,26,111,92,86,none,79.54752852,45.3269962,263
413,50,STF-7dfe6d32,Gina Moore,doctor,emergency,1,12,24,101,24,77,63,61,none,79.54752852,45.3269962,263
414,51,STF-7dfe6d32,Gina Moore,doctor,emergency,0,12,31,123,31,92,71,75,none,79.54752852,45.3269962,263
415,52,STF-7dfe6d32,Gina Moore,doctor,emergency,1,12,26,130,26,104,88,63,none,79.54752852,45.3269962,263
416,1,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,1,32,76,32,44,67,70,none,79.54752852,45.3269962,263
417,2,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,1,28,169,28,141,75,64,none,79.54752852,45.3269962,263
